Date,Close
11/15/2024 16:00:00,320.72
11/14/2024 16:00:00,311.18
11/13/2024 16:00:00,330.24
11/12/2024 16:00:00,328.49
11/11/2024 16:00:00,350
11/8/2024 16:00:00,321.22
11/7/2024 16:00:00,296.91
11/6/2024 16:00:00,288.53
11/5/2024 16:00:00,251.44
11/4/2024 16:00:00,242.84
11/1/2024 16:00:00,248.98
10/31/2024 16:00:00,249.85
10/30/2024 16:00:00,257.55
10/29/2024 16:00:00,259.52
10/28/2024 16:00:00,262.51
10/25/2024 16:00:00,269.19
10/24/2024 16:00:00,260.48
10/23/2024 16:00:00,213.65
10/22/2024 16:00:00,217.97
10/21/2024 16:00:00,218.85
10/18/2024 16:00:00,220.7
10/17/2024 16:00:00,220.89
10/16/2024 16:00:00,221.33
10/15/2024 16:00:00,219.57
10/14/2024 16:00:00,219.16
10/11/2024 16:00:00,217.8
10/10/2024 16:00:00,238.77
10/9/2024 16:00:00,241.05
10/8/2024 16:00:00,244.5
10/7/2024 16:00:00,240.83
10/4/2024 16:00:00,250.08
10/3/2024 16:00:00,240.66
10/2/2024 16:00:00,249.02
10/1/2024 16:00:00,258.02
9/30/2024 16:00:00,261.63
9/27/2024 16:00:00,260.46
9/26/2024 16:00:00,254.22
9/25/2024 16:00:00,257.02
9/24/2024 16:00:00,254.27
9/23/2024 16:00:00,250
9/20/2024 16:00:00,238.25
9/19/2024 16:00:00,243.92
9/18/2024 16:00:00,227.2
9/17/2024 16:00:00,227.87
9/16/2024 16:00:00,226.78
9/13/2024 16:00:00,230.29
9/12/2024 16:00:00,229.81
9/11/2024 16:00:00,228.13
9/10/2024 16:00:00,226.17
9/9/2024 16:00:00,216.27
9/6/2024 16:00:00,210.73
9/5/2024 16:00:00,230.17
9/4/2024 16:00:00,219.41
9/3/2024 16:00:00,210.6
8/30/2024 16:00:00,214.11
8/29/2024 16:00:00,206.28
8/28/2024 16:00:00,205.75
8/27/2024 16:00:00,209.21
8/26/2024 16:00:00,213.21
8/23/2024 16:00:00,220.32
8/22/2024 16:00:00,210.66
8/21/2024 16:00:00,223.27
8/20/2024 16:00:00,221.1
8/19/2024 16:00:00,222.72
8/16/2024 16:00:00,216.12
8/15/2024 16:00:00,214.14
8/14/2024 16:00:00,201.38
8/13/2024 16:00:00,207.83
8/12/2024 16:00:00,197.49
8/9/2024 16:00:00,200
8/8/2024 16:00:00,198.84
8/7/2024 16:00:00,191.76
8/6/2024 16:00:00,200.64
8/5/2024 16:00:00,198.88
8/2/2024 16:00:00,207.67
8/1/2024 16:00:00,216.86
7/31/2024 16:00:00,232.07
7/30/2024 16:00:00,222.62
7/29/2024 16:00:00,232.1
7/26/2024 16:00:00,219.8
7/25/2024 16:00:00,220.25
7/24/2024 16:00:00,215.99
7/23/2024 16:00:00,246.38
7/22/2024 16:00:00,251.51
7/19/2024 16:00:00,239.2
7/18/2024 16:00:00,249.23
7/17/2024 16:00:00,248.5
7/16/2024 16:00:00,256.56
7/15/2024 16:00:00,252.64
7/12/2024 16:00:00,248.23
7/11/2024 16:00:00,241.03
7/10/2024 16:00:00,263.26
7/9/2024 16:00:00,262.33
7/8/2024 16:00:00,252.94
7/5/2024 16:00:00,251.52
7/3/2024 13:05:00,246.39
7/2/2024 16:00:00,231.26
7/1/2024 16:00:00,209.86
6/28/2024 16:00:00,197.88
6/27/2024 16:00:00,197.42
6/26/2024 16:00:00,196.37
6/25/2024 16:00:00,187.35
6/24/2024 16:00:00,182.58
6/21/2024 16:00:00,183.01
