Date,Close
11/14/2024 16:00:00,228.22
11/13/2024 16:00:00,225.12
11/12/2024 16:00:00,224.23
11/11/2024 16:00:00,224.23
11/8/2024 16:00:00,226.96
11/7/2024 16:00:00,227.48
11/6/2024 16:00:00,222.72
11/5/2024 16:00:00,223.45
11/4/2024 16:00:00,222.01
11/1/2024 16:00:00,222.91
10/31/2024 16:00:00,225.91
10/30/2024 16:00:00,230.1
10/29/2024 16:00:00,233.67
10/28/2024 16:00:00,233.4
10/25/2024 16:00:00,231.41
10/24/2024 16:00:00,230.57
10/23/2024 16:00:00,230.76
10/22/2024 16:00:00,235.86
10/21/2024 16:00:00,236.48
10/18/2024 16:00:00,235
10/17/2024 16:00:00,232.15
10/16/2024 16:00:00,231.78
10/15/2024 16:00:00,233.85
10/14/2024 16:00:00,231.3
10/11/2024 16:00:00,227.55
10/10/2024 16:00:00,229.04
10/9/2024 16:00:00,229.54
10/8/2024 16:00:00,225.77
10/7/2024 16:00:00,221.69
10/4/2024 16:00:00,226.8
10/3/2024 16:00:00,225.67
10/2/2024 16:00:00,226.78
10/1/2024 16:00:00,226.21
9/30/2024 16:00:00,233
9/27/2024 16:00:00,227.79
9/26/2024 16:00:00,227.52
9/25/2024 16:00:00,226.37
9/24/2024 16:00:00,227.37
9/23/2024 16:00:00,226.47
9/20/2024 16:00:00,228.2
9/19/2024 16:00:00,228.87
9/18/2024 16:00:00,220.69
9/17/2024 16:00:00,216.79
9/16/2024 16:00:00,216.32
9/13/2024 16:00:00,222.5
9/12/2024 16:00:00,222.77
9/11/2024 16:00:00,222.66
9/10/2024 16:00:00,220.11
9/9/2024 16:00:00,220.91
9/6/2024 16:00:00,220.82
9/5/2024 16:00:00,222.38
9/4/2024 16:00:00,220.85
9/3/2024 16:00:00,222.77
8/30/2024 16:00:00,229
8/29/2024 16:00:00,229.79
8/28/2024 16:00:00,226.49
8/27/2024 16:00:00,228.03
8/26/2024 16:00:00,227.18
8/23/2024 16:00:00,226.84
8/22/2024 16:00:00,224.53
8/21/2024 16:00:00,226.4
8/20/2024 16:00:00,226.51
8/19/2024 16:00:00,225.89
8/16/2024 16:00:00,226.05
8/15/2024 16:00:00,224.72
8/14/2024 16:00:00,221.72
8/13/2024 16:00:00,221.27
8/12/2024 16:00:00,217.53
8/9/2024 16:00:00,216.24
8/8/2024 16:00:00,213.31
8/7/2024 16:00:00,209.82
8/6/2024 16:00:00,207.23
8/5/2024 16:00:00,209.27
8/2/2024 16:00:00,219.86
8/1/2024 16:00:00,218.36
7/31/2024 16:00:00,222.08
7/30/2024 16:00:00,218.8
7/29/2024 16:00:00,218.24
7/26/2024 16:00:00,217.96
7/25/2024 16:00:00,217.49
7/24/2024 16:00:00,218.54
7/23/2024 16:00:00,225.01
7/22/2024 16:00:00,223.96
7/19/2024 16:00:00,224.31
7/18/2024 16:00:00,224.18
7/17/2024 16:00:00,228.88
7/16/2024 16:00:00,234.82
7/15/2024 16:00:00,234.4
7/12/2024 16:00:00,230.54
7/11/2024 16:00:00,227.57
7/10/2024 16:00:00,232.98
7/9/2024 16:00:00,228.68
7/8/2024 16:00:00,227.82
7/5/2024 16:00:00,226.34
7/3/2024 13:05:00,221.55
7/2/2024 16:00:00,220.27
7/1/2024 16:00:00,216.75
6/28/2024 16:00:00,210.62
6/27/2024 16:00:00,214.1
6/26/2024 16:00:00,213.25
6/25/2024 16:00:00,209.07
6/24/2024 16:00:00,208.14
6/21/2024 16:00:00,207.49
6/20/2024 16:00:00,209.68
6/18/2024 16:00:00,214.29
6/17/2024 16:00:00,216.67
6/14/2024 16:00:00,212.49
6/13/2024 16:00:00,214.24
6/12/2024 16:00:00,213.07
6/11/2024 16:00:00,207.15
6/10/2024 16:00:00,193.12
6/7/2024 16:00:00,196.89
6/6/2024 16:00:00,194.48
6/5/2024 16:00:00,195.87
6/4/2024 16:00:00,194.35
6/3/2024 16:00:00,194.03
5/31/2024 16:00:00,192.25
5/30/2024 16:00:00,191.29
5/29/2024 16:00:00,190.29
5/28/2024 16:00:00,189.99
5/24/2024 16:00:00,189.98
5/23/2024 16:00:00,186.88
5/22/2024 16:00:00,190.9
5/21/2024 16:00:00,192.35
5/20/2024 16:00:00,191.04
5/17/2024 16:00:00,189.87
5/16/2024 16:00:00,189.84
5/15/2024 16:00:00,189.72
5/14/2024 16:00:00,187.43
5/13/2024 16:00:00,186.28
5/10/2024 16:00:00,183.05
5/9/2024 16:00:00,184.57
5/8/2024 16:00:00,182.74
5/7/2024 16:00:00,182.4
5/6/2024 16:00:00,181.71
5/3/2024 16:00:00,183.38
5/2/2024 16:00:00,173.03
5/1/2024 16:00:00,169.3
4/30/2024 16:00:00,170.33
4/29/2024 16:00:00,173.5
4/26/2024 16:00:00,169.3
4/25/2024 16:00:00,169.89
4/24/2024 16:00:00,169.02
4/23/2024 16:00:00,166.9
4/22/2024 16:00:00,165.84
4/19/2024 16:00:00,165
4/18/2024 16:00:00,167.04
4/17/2024 16:00:00,168
4/16/2024 16:00:00,169.38
4/15/2024 16:00:00,172.69
4/12/2024 16:00:00,176.55
4/11/2024 16:00:00,175.04
4/10/2024 16:00:00,167.78
4/9/2024 16:00:00,169.67
4/8/2024 16:00:00,168.45
4/5/2024 16:00:00,169.58
4/4/2024 16:00:00,168.82
4/3/2024 16:00:00,169.65
4/2/2024 16:00:00,168.84
4/1/2024 16:00:00,170.03
3/28/2024 16:00:00,171.48
3/27/2024 16:00:00,173.31
3/26/2024 16:00:00,169.71
3/25/2024 16:00:00,170.85
3/22/2024 16:00:00,172.28
3/21/2024 16:00:00,171.37
3/20/2024 16:00:00,178.67
3/19/2024 16:00:00,176.08
3/18/2024 16:00:00,173.72
3/15/2024 16:00:00,172.62
3/14/2024 16:00:00,173
3/13/2024 16:00:00,171.13
3/12/2024 16:00:00,173.23
3/11/2024 16:00:00,172.75
3/8/2024 16:00:00,170.73
3/7/2024 16:00:00,169
3/6/2024 16:00:00,169.12
3/5/2024 16:00:00,170.12
3/4/2024 16:00:00,175.1
3/1/2024 16:00:00,179.66
2/29/2024 16:00:00,180.75
2/28/2024 16:00:00,181.42
2/27/2024 16:00:00,182.63
2/26/2024 16:00:00,181.16
2/23/2024 16:00:00,182.52
2/22/2024 16:00:00,184.37
2/21/2024 16:00:00,182.32
2/20/2024 16:00:00,181.56
2/16/2024 16:00:00,182.31
2/15/2024 16:00:00,183.86
2/14/2024 16:00:00,184.15
2/13/2024 16:00:00,185.04
2/12/2024 16:00:00,187.15
2/9/2024 16:00:00,188.85
2/8/2024 16:00:00,188.32
2/7/2024 16:00:00,189.41
2/6/2024 16:00:00,189.3
2/5/2024 16:00:00,187.68
2/2/2024 16:00:00,185.85
2/1/2024 16:00:00,186.86
1/31/2024 16:00:00,184.4
1/30/2024 16:00:00,188.04
1/29/2024 16:00:00,191.73
1/26/2024 16:00:00,192.42
1/25/2024 16:00:00,194.17
1/24/2024 16:00:00,194.5
1/23/2024 16:00:00,195.18
1/22/2024 16:00:00,193.89
1/19/2024 16:00:00,191.56
1/18/2024 16:00:00,188.63
1/17/2024 16:00:00,182.68
1/16/2024 16:00:00,183.63
1/12/2024 16:00:00,185.92
1/11/2024 16:00:00,185.59
1/10/2024 16:00:00,186.19
1/9/2024 16:00:00,185.14
1/8/2024 16:00:00,185.56
1/5/2024 16:00:00,181.18
1/4/2024 16:00:00,181.91
1/3/2024 16:00:00,184.25
1/2/2024 16:00:00,185.64
12/29/2023 16:00:00,192.53
12/28/2023 16:00:00,193.58
12/27/2023 16:00:00,193.15
12/26/2023 16:00:00,193.05
12/22/2023 16:00:00,193.6
12/21/2023 16:00:00,194.68
12/20/2023 16:00:00,194.83
12/19/2023 16:00:00,196.94
12/18/2023 16:00:00,195.89
12/15/2023 16:00:00,197.57
12/14/2023 16:00:00,198.11
12/13/2023 16:00:00,197.96
12/12/2023 16:00:00,194.71
12/11/2023 16:00:00,193.18
12/8/2023 16:00:00,195.71
12/7/2023 16:00:00,194.27
12/6/2023 16:00:00,192.32
12/5/2023 16:00:00,193.42
12/4/2023 16:00:00,189.43
12/1/2023 16:00:00,191.24
11/30/2023 16:00:00,189.95
11/29/2023 16:00:00,189.37
11/28/2023 16:00:00,190.4
11/27/2023 16:00:00,189.79
11/24/2023 13:05:00,189.97
11/22/2023 16:00:00,191.31
11/21/2023 16:00:00,190.64
11/20/2023 16:00:00,191.45
11/17/2023 16:00:00,189.69
11/16/2023 16:00:00,189.71
11/15/2023 16:00:00,188.01
11/14/2023 16:00:00,187.44
11/13/2023 16:00:00,184.8
11/10/2023 16:00:00,186.4
11/9/2023 16:00:00,182.41
11/8/2023 16:00:00,182.89
11/7/2023 16:00:00,181.82
11/6/2023 16:00:00,179.23
11/3/2023 16:00:00,176.65
11/2/2023 16:00:00,177.57
11/1/2023 16:00:00,173.97
10/31/2023 16:00:00,170.77
10/30/2023 16:00:00,170.29
10/27/2023 16:00:00,168.22
10/26/2023 16:00:00,166.89
10/25/2023 16:00:00,171.1
10/24/2023 16:00:00,173.44
10/23/2023 16:00:00,173
10/20/2023 16:00:00,172.88
10/19/2023 16:00:00,175.46
10/18/2023 16:00:00,175.84
10/17/2023 16:00:00,177.15
10/16/2023 16:00:00,178.72
10/13/2023 16:00:00,178.85
10/12/2023 16:00:00,180.71
10/11/2023 16:00:00,179.8
10/10/2023 16:00:00,178.39
10/9/2023 16:00:00,178.99
10/6/2023 16:00:00,177.49
10/5/2023 16:00:00,174.91
10/4/2023 16:00:00,173.66
10/3/2023 16:00:00,172.4
10/2/2023 16:00:00,173.75
9/29/2023 16:00:00,171.21
9/28/2023 16:00:00,170.69
9/27/2023 16:00:00,170.43
9/26/2023 16:00:00,171.96
9/25/2023 16:00:00,176.08
9/22/2023 16:00:00,174.79
9/21/2023 16:00:00,173.93
9/20/2023 16:00:00,175.49
9/19/2023 16:00:00,179.07
9/18/2023 16:00:00,177.97
9/15/2023 16:00:00,175.01
9/14/2023 16:00:00,175.74
9/13/2023 16:00:00,174.21
9/12/2023 16:00:00,176.3
9/11/2023 16:00:00,179.36
9/8/2023 16:00:00,178.18
9/7/2023 16:00:00,177.56
9/6/2023 16:00:00,182.91
9/5/2023 16:00:00,189.7
9/1/2023 16:00:00,189.46
8/31/2023 16:00:00,187.87
8/30/2023 16:00:00,187.65
8/29/2023 16:00:00,184.12
8/28/2023 16:00:00,180.19
8/25/2023 16:00:00,178.61
8/24/2023 16:00:00,176.38
8/23/2023 16:00:00,181.12
8/22/2023 16:00:00,177.23
8/21/2023 16:00:00,175.84
8/18/2023 16:00:00,174.49
8/17/2023 16:00:00,174
8/16/2023 16:00:00,176.57
8/15/2023 16:00:00,177.45
8/14/2023 16:00:00,179.46
8/11/2023 16:00:00,177.79
